date_installation;departement;latitude;longitude;vitesse_vehicules_legers_kmh;id;emplacement
2010-02-12T00:00:00Z;57;49.11907;6.20408;;12923;METZ
2003-11-05T00:00:00Z;80;49.95842;2.85479;130;13598;HEM MONACU
2003-10-31T00:00:00Z;91;48.67029;2.27976;70;13599;LA VILLE DU BOIS
2003-10-31T00:00:00Z;91;48.63212;2.4065;110;13600;COURCOURONNES
2003-10-30T00:00:00Z;78;48.83313;2.08501;110;13601;BAILLY
2003-11-04T00:00:00Z;86;46.55483;0.28342;130;13602;VOUNEUIL SOUS BIARD
2003-10-31T00:00:00Z;67;48.57066;7.73904;70;13603;STRASBOURG
2003-10-31T00:00:00Z;67;48.67772;7.77558;130;13604;HOERDT
2012-02-13T00:00:00Z;6;43.655729;7.161446;50;13605;CAGNES SUR MER
2012-03-05T00:00:00Z;6;43.712;7.2714;50;13606;NICE
2012-02-13T00:00:00Z;6;43.707;7.2793;50;13607;NICE
2012-01-19T00:00:00Z;30;44.195;4.1338;90;13608;ROUSSON
2013-04-26T00:00:00Z;30;43.8356;4.402;90;13609;NIMES
2013-04-05T00:00:00Z;30;43.8356;4.4026;90;13610;NIMES
2012-01-27T00:00:00Z;30;43.956;3.8169;80;13611;LA CADIERE ET CAMBO
2014-06-20T00:00:00Z;30;43.951;3.796;80;13612;LA CADIERE ET CAMBO
2012-01-12T00:00:00Z;31;43.755;1.3626;80;13613;ST JORY
2012-01-30T00:00:00Z;31;43.077;0.6372;80;13614;MARTRES DE RIVIERE
2013-09-30T00:00:00Z;34;43.607;3.9227;70;13615;MONTPELLIER
2013-09-30T00:00:00Z;34;46.347;6.4331;70;13616;MONTPELLIER
2013-07-01T00:00:00Z;34;43.421;3.5489;80;13617;MEZE
2012-08-01T00:00:00Z;34;43.631954;3.82251;50;13618;MONTPELLIER
2012-02-13T00:00:00Z;35;47.93;-1.9418;50;13619;LA CHAPELLE BOUEXIC
2012-02-27T00:00:00Z;35;48.02;-1.8148;80;13620;GOVEN
2012-02-13T00:00:00Z;35;48.093;-1.9957;50;13621;IFFENDIC
2012-02-27T00:00:00Z;38;45.875;5.3577;80;13622;VERTRIEU
2012-04-06T00:00:00Z;38;45.05042;5.78997;70;13623;SECHILIENNE
2011-11-24T00:00:00Z;45;48.163;2.1271;80;13624;JOUY EN PITHIVERAIS
2012-06-08T00:00:00Z;49;47.48869;-0.50981;50;13625;ANGERS
2011-12-01T00:00:00Z;49;47.16631;-0.65357;80;13626;CHEMILLE EN ANJOU
2011-10-07T00:00:00Z;60;49.418;1.9433;50;13627;ONS EN BRAY
2011-10-20T00:00:00Z;60;49.367;2.2466;70;13628;HERMES
2011-11-14T00:00:00Z;60;49.336;2.0967;80;13629;AUTEUIL
2011-10-20T00:00:00Z;60;49.223;2.6117;50;13630;CHAMANT
2012-04-13T00:00:00Z;60;49.58704;2.1366;80;13631;FRANCASTEL
2011-09-22T00:00:00Z;60;49.50412;1.99173;50;13632;MILLY SUR THERAIN
2012-03-15T00:00:00Z;60;49.591;3.1108;50;13633;MONDESCOURT
2011-12-08T00:00:00Z;78;48.792;2.1795;70;13634;VELIZY VILLACOUBLAY
2011-10-08T00:00:00Z;78;48.766;1.9059;50;13635;COIGNIERES
2013-04-29T00:00:00Z;81;43.513;2.066;80;13636;LEMPAUT
2013-05-31T00:00:00Z;81;44.046;1.9998;80;13637;LIVERS CAZELLES
2012-01-19T00:00:00Z;83;43.156;5.7408;70;13638;BANDOL
2011-12-22T00:00:00Z;91;48.66542;2.33981;50;13639;VILLEMOISSON SUR ORGE
2012-03-22T00:00:00Z;22;48.313;-3.1479;70;13640;ST NICOLAS DU PELEM
2012-01-26T00:00:00Z;25;46.939;6.2086;80;13641;CHAPELLE D HUIN
2012-01-26T00:00:00Z;25;47.503;6.7248;70;13642;PRESENTEVILLERS
2012-01-26T00:00:00Z;25;47.459;6.8415;70;13643;VALENTIGNEY
2012-01-19T00:00:00Z;25;47.132;6.5583;70;13644;FOURNETS LUISANS
2012-01-12T00:00:00Z;25;47.465;6.7025;70;13645;ETOUVANS
2012-01-26T00:00:00Z;25;47.331;6.3656;80;13646;PONT LES MOULINS
2012-03-29T00:00:00Z;27;48.885;0.9305;80;13647;MARBOIS
2012-01-26T00:00:00Z;27;49.037;1.0958;90;13648;PARVILLE
2012-02-03T00:00:00Z;28;48.529;1.3172;80;13649;MITTAINVILLIERS VERIGNY
2012-02-03T00:00:00Z;28;48.26;0.9159;80;13650;VICHERES
2012-01-12T00:00:00Z;28;48.451;1.2934;80;13651;ST LUPERCE
2012-10-12T00:00:00Z;28;48.149;1.7091;50;13652;ORGERES EN BEAUCE
2012-02-13T00:00:00Z;28;48.068;1.2355;70;13653;LANNERAY
2012-02-06T00:00:00Z;28;48.13697;1.61709;80;13654;CORMAINVILLE
2012-01-30T00:00:00Z;36;46.77;1.6628;80;13655;ST MAUR
2012-09-14T00:00:00Z;36;46.803656;1.694493;50;13656;CHATEAUROUX
2012-01-26T00:00:00Z;37;47.483;0.7681;80;13657;MONNAIE
2011-12-29T00:00:00Z;37;47.481;0.7652;80;13658;MONNAIE
2012-01-03T00:00:00Z;37;47.397;0.906;80;13659;LUSSAULT SUR LOIRE
2012-04-13T00:00:00Z;39;46.802;5.5765;90;13660;MANTRY
2012-04-06T00:00:00Z;39;46.816;6.0539;80;13661;CENSEAU
2012-01-26T00:00:00Z;40;43.554;-1.2951;80;13662;BIAUDOS
2012-03-15T00:00:00Z;40;43.80084;-0.29199;80;13663;HONTANX
2012-02-03T00:00:00Z;41;47.46997;1.11729;80;13664;VEUZAIN SUR LOIRE
2012-02-03T00:00:00Z;41;47.418;1.2775;80;13665;SAMBIN
2012-01-10T00:00:00Z;56;47.755658;-3.239926;80;13666;KERVIGNAC
2012-05-31T00:00:00Z;56;47.8395;-3.34053;80;13667;CAUDAN
2012-03-15T00:00:00Z;56;48.022;-2.8202;80;13668;EVELLYS
2012-10-20T00:00:00Z;56;47.664;-2.7858;90;13669;VANNES
2012-01-10T00:00:00Z;56;47.62196;-2.8972;80;13670;BADEN
2012-09-21T00:00:00Z;67;48.7867;7.55887;80;13671;BOSSENDORF
2013-09-09T00:00:00Z;73;45.58267;6.73921;70;13672;LA PLAGNE TARENTAISE
2012-05-31T00:00:00Z;74;46.347;6.4332;80;13673;ANTHY SUR LEMAN
2013-10-31T00:00:00Z;74;45.98988;6.63149;80;13674;MAGLAND
2012-02-27T00:00:00Z;95;49.083;2.5299;80;13675;ST WITZ
2012-06-07T00:00:00Z;61;48.756;0.0691;50;13676;SILLY EN GOUFFERN
2012-06-29T00:00:00Z;61;48.632;0.4816;80;13677;ST MARTIN DES PEZERITS
2012-06-22T00:00:00Z;82;43.976;1.4679;80;13678;ST NAUPHARY
2012-11-23T00:00:00Z;6;43.680891;7.128745;70;13679;ST PAUL DE VENCE
2012-09-28T00:00:00Z;6;43.692385;7.243083;70;13680;NICE
2013-08-12T00:00:00Z;12;44.07932;2.99639;80;13681;ST GEORGES DE LUZENCON
2012-05-03T00:00:00Z;24;44.813;0.507;80;13682;BERGERAC
2012-04-30T00:00:00Z;33;44.829;-0.465;80;13683;TRESSES
2012-09-21T00:00:00Z;33;44.845;-0.7254;80;13684;MERIGNAC
2012-04-30T00:00:00Z;33;44.878;-0.1659;50;13685;ST SULPICE DE FALEYRENS
2012-07-20T00:00:00Z;33;45.132;-1.0453;80;13686;HOURTIN
2012-09-21T00:00:00Z;33;44.596;-1.103;80;13687;GUJAN MESTRAS
2012-04-30T00:00:00Z;33;45.023;-0.1535;80;13688;ABZAC
2012-06-21T00:00:00Z;44;47.259;-2.2933;90;13689;PORNICHET
2012-06-14T00:00:00Z;44;47.638;-1.9849;80;13690;AVESSAC
2012-05-24T00:00:00Z;44;47.224;-1.4987;80;13691;NANTES
2012-06-28T00:00:00Z;44;47.198;-1.2469;80;13692;VALLET
2012-04-24T00:00:00Z;47;44.43093;0.978019;80;13693;BOURLENS
2012-03-21T00:00:00Z;47;44.462;0.6923;80;13694;VILLENEUVE SUR LOT
2012-03-29T00:00:00Z;47;44.07858;0.36688;80;13695;MONCRABEAU
2012-08-16T00:00:00Z;53;47.965;-0.582;80;13696;ARQUENAY
2012-07-30T00:00:00Z;53;47.842;-0.6512;80;13697;AZE
2013-01-23T00:00:00Z;53;48.0501;-0.86753;80;13698;AHUILLE
2013-02-14T00:00:00Z;53;48.3075;-0.6205;50;13699;MAYENNE
2012-05-31T00:00:00Z;57;48.65425;6.92866;90;13700;ST GEORGES
2013-09-27T00:00:00Z;57;49.401;6.2821;80;13701;KOENIGSMACKER
2012-08-16T00:00:00Z;57;48.6404;6.9047;80;13702;IBIGNY
2012-05-14T00:00:00Z;69;45.684;4.9507;50;13703;ST PRIEST
2012-05-14T00:00:00Z;69;45.701;4.8224;50;13704;PIERRE BENITE
2012-06-22T00:00:00Z;69;45.767;4.8238;50;13705;LYON
2012-06-21T00:00:00Z;79;46.593;-0.2155;80;13706;POMPAIRE
2012-11-27T00:00:00Z;79;46.837;-0.6833;80;13707;CERIZAY
2012-09-26T00:00:00Z;79;46.317;-0.4312;50;13708;NIORT
2012-08-20T00:00:00Z;79;46.963;-0.2097;50;13709;ST JEAN DE THOUARS
2012-08-20T00:00:00Z;79;46.191;-0.0563;70;13710;MAISONNAY
2012-06-25T00:00:00Z;81;43.76781;2.0429;80;13711;GRAULHET
2012-04-24T00:00:00Z;81;43.748;1.7308;80;13712;ST LIEUX LES LAVAUR
2012-04-24T00:00:00Z;81;43.636;2.2242;80;13713;CASTRES
2012-11-05T00:00:00Z;82;43.816;1.2489;80;13714;VERDUN SUR GARONNE
2013-08-12T00:00:00Z;82;44.102;1.463;90;13715;CAYRAC
2012-06-15T00:00:00Z;82;44.133;1.1878;80;13716;LAFRANCAISE
2012-10-24T00:00:00Z;82;44.033;1.1635;80;13717;CASTELSARRASIN
2012-06-14T00:00:00Z;82;44.092;1.0115;80;13718;BOUDOU
2012-09-13T00:00:00Z;85;46.859;-1.8101;50;13719;CHALLANS
2012-10-26T00:00:00Z;85;46.812;-1.8799;80;13720;CHALLANS
2012-09-26T00:00:00Z;85;46.761;-1.9375;80;13721;ST HILAIRE DE RIEZ
2012-12-06T00:00:00Z;85;46.592041;-1.758629;80;13722;VAIRE
2012-09-28T00:00:00Z;85;46.947;-2.0249;80;13723;BOUIN
2012-06-29T00:00:00Z;88;48.164;6.4545;50;13724;EPINAL
2012-07-16T00:00:00Z;89;47.512;3.8401;50;13725;VAULT DE LUGNY
2012-03-29T00:00:00Z;89;48.171;3.2612;70;13726;GRON
2012-09-28T00:00:00Z;92;48.89088;2.20696;50;13727;NANTERRE
2014-07-01T00:00:00Z;92;48.89787;2.2633;50;13728;COURBEVOIE
2012-10-12T00:00:00Z;92;48.8089;2.19792;50;13729;CHAVILLE
2012-05-21T00:00:00Z;28;48.416;1.5321;50;13730;GELLAINVILLE
2012-09-04T00:00:00Z;78;48.805;2.1339;50;13731;VERSAILLES
2012-09-04T00:00:00Z;78;48.805;2.1339;50;13732;VERSAILLES
2012-06-14T00:00:00Z;78;48.78;2.1314;50;13733;BUC
2012-09-26T00:00:00Z;8;49.408;4.3686;80;13734;JUNIVILLE
2003-11-06T00:00:00Z;57;49.27277;6.17428;110;13735;RICHEMONT
2012-08-10T00:00:00Z;8;49.874;4.3912;80;13736;GIRONDELLE
2013-04-15T00:00:00Z;52;47.9818;4.8942;80;13737;LATRECEY ORMOY SUR AUBE
2013-04-22T00:00:00Z;52;48.454;4.9626;50;13738;RACHECOURT SUZEMONT
2012-07-06T00:00:00Z;59;50.777;3.101;50;13739;HALLUIN
2012-06-21T00:00:00Z;64;43.48705;-1.53663;70;13740;ANGLET
2012-08-01T00:00:00Z;64;43.44979;-1.56904;50;13741;BIDART
2012-10-12T00:00:00Z;80;49.898;2.9226;80;13742;PERONNE
2012-08-01T00:00:00Z;83;43.11;5.8124;50;13743;SIX FOURS LES PLAGES
2012-07-05T00:00:00Z;83;43.10086;5.823865;50;13744;SIX FOURS LES PLAGES
2012-09-21T00:00:00Z;83;43.49302;6.48663;70;13745;TRANS EN PROVENCE
2013-09-13T00:00:00Z;91;48.59435;2.31103;90;13746;BRETIGNY SUR ORGE
2012-08-01T00:00:00Z;51;48.731;3.6112;50;13747;LA NOUE
2012-08-01T00:00:00Z;51;48.731;3.6124;50;13748;LA NOUE
2013-10-07T00:00:00Z;77;48.844561;2.81354;90;13749;BAILLY ROMAINVILLIERS
2014-01-02T00:00:00Z;75;48.875971;2.288479;50;13750;PARIS
2012-08-01T00:00:00Z;34;43.6003649;3.9190434;90;13751;MONTPELLIER
2012-08-01T00:00:00Z;70;47.467;6.0976;90;13752;QUENOCHE
2012-11-20T00:00:00Z;70;47.662;6.3759;80;13753;GENEVREUILLE
2013-06-10T00:00:00Z;70;47.624;6.2074;80;13754;COLOMBE LES VESOUL
2012-09-29T00:00:00Z;89;47.854;3.6523;50;13755;VILLENEUVE ST SALVES
2012-06-15T00:00:00Z;33;44.959;-0.7102;50;13756;LE PIAN MEDOC
2012-08-24T00:00:00Z;28;48.8465;1.53482;70;13757;BERCHERES SUR VESGRE
2013-08-09T00:00:00Z;22;48.43;-2.5088;80;13758;LAMBALLE
2013-12-16T00:00:00Z;63;45.784;3.1353;50;13759;CLERMONT FERRAND
2013-12-16T00:00:00Z;63;45.784;3.1353;50;13760;CLERMONT FERRAND
2013-12-20T00:00:00Z;2;49.525;3.754;80;13761;FESTIEUX
2013-06-28T00:00:00Z;2;49.036;3.2523;70;13762;COUPRU
2013-09-13T00:00:00Z;2;49.892;3.9117;50;13763;ETREAUPONT
2013-01-23T00:00:00Z;74;46.181;6.2291;70;13764;ETREMBIERES
2013-06-03T00:00:00Z;78;48.877;2.1067;50;13765;LE PORT MARLY
2013-10-04T00:00:00Z;57;49.399;6.2804;80;13766;KOENIGSMACKER
2013-11-15T00:00:00Z;57;49.2385;6.06709;70;13767;ROMBAS
2014-02-03T00:00:00Z;14;49.1422;0.41131;50;13768;L HOTELLERIE
2014-01-17T00:00:00Z;75;48.837;2.3352;50;13769;PARIS
2014-01-27T00:00:00Z;75;48.840788;2.390433;50;13770;PARIS
2014-01-27T00:00:00Z;75;48.8470894;2.3606053;50;13771;PARIS
2014-06-16T00:00:00Z;972;14.60795;-61.04224;70;13772;FORT DE FRANCE
2014-06-16T00:00:00Z;972;14.60745;-61.04235;70;13773;FORT DE FRANCE
2014-02-14T00:00:00Z;95;49.054;1.9596;80;13774;SAGY
2014-10-15T00:00:00Z;65;42.749;0.1912;;13775;ARAGNOUET
2014-10-15T00:00:00Z;65;42.74837;0.19117;;13776;ARAGNOUET
2014-11-17T00:00:00Z;26;44.341;4.793;80;13777;ST RESTITUT
2014-11-17T00:00:00Z;2;49.93826;3.24409;80;13778;BELLENGLISE
2014-09-02T00:00:00Z;2;49.618;3.4578;70;13779;FOURDRAIN
2015-03-03T00:00:00Z;17;46.06;-0.9395;80;13780;CIRE D AUNIS
2015-08-05T00:00:00Z;77;48.298;2.9475;80;13781;THOURY FEROTTES
2015-06-24T00:00:00Z;83;43.252;6.0651;70;13782;CUERS
2015-09-18T00:00:00Z;34;43.71891;3.79439;80;13783;LES MATELLES
2015-08-17T00:00:00Z;34;43.277;3.2855;80;13784;SERIGNAN
2015-10-12T00:00:00Z;34;43.586;3.9189;70;13785;LATTES
2016-01-22T00:00:00Z;74;46.264828;6.31718;80;13786;LOISIN
2015-09-07T00:00:00Z;74;45.901;6.8611;70;13787;CHAMONIX MONT BLANC
2015-09-07T00:00:00Z;74;45.85587;6.91082;70;13788;CHAMONIX MONT BLANC
2015-09-07T00:00:00Z;74;45.863;6.9024;70;13789;CHAMONIX MONT BLANC
2015-09-07T00:00:00Z;74;45.889;6.8748;70;13790;CHAMONIX MONT BLANC
2016-02-15T00:00:00Z;44;47.203266;-1.622631;70;13791;ST HERBLAIN
2016-03-18T00:00:00Z;44;47.180606;-1.60916;70;13792;BOUGUENAIS
2003-11-06T00:00:00Z;57;49.12731;6.1618;90;13793;METZ
2015-10-23T00:00:00Z;51;48.91581;4.42415;70;13794;SARRY
2016-01-15T00:00:00Z;35;47.9247787;-1.717421;80;13795;BOURG DES COMPTES
2016-04-15T00:00:00Z;78;48.90546;2.0739;50;13796;ST GERMAIN EN LAYE
2017-04-14T00:00:00Z;75;48.816346;2.359291;50;13797;PARIS
2017-08-18T00:00:00Z;40;43.57649;-0.65743;70;13798;CASTAIGNOS SOUSLENS
2003-11-14T00:00:00Z;49;47.48393;-0.54887;70;13799;ANGERS
2003-11-25T00:00:00Z;25;46.81268;6.36369;80;13800;TOUILLON ET LOUTELET
2003-11-22T00:00:00Z;25;46.8127;6.3637;80;13801;LES HOPITAUX VIEUX
2003-11-28T00:00:00Z;69;45.67995;4.84948;50;13802;FEYZIN
2003-11-25T00:00:00Z;92;48.88743;2.2516;70;13803;PUTEAUX
2003-11-14T00:00:00Z;91;48.70775;2.19009;90;13804;ORSAY
2003-12-04T00:00:00Z;92;48.8869;2.24157;70;13805;PUTEAUX
2011-12-05T00:00:00Z;79;46.299;-0.0571;70;13806;CHEY
2011-10-31T00:00:00Z;43;45.361;4.2526;90;13807;ST FERREOL D AUROURE
2011-07-05T00:00:00Z;87;45.767;1.2911;80;13808;LE VIGEN
2011-10-31T00:00:00Z;3;46.364;3.0229;80;13809;DEUX CHAISES
2011-07-05T00:00:00Z;3;46.517;3.4723;80;13810;MONTBEUGNY
2011-07-05T00:00:00Z;3;46.456;3.9043;80;13811;MOLINET
2012-05-29T00:00:00Z;3;46.48;3.8307;80;13812;COULANGES
2012-06-19T00:00:00Z;71;46.36857;4.55662;80;13813;BRANDON
2011-10-31T00:00:00Z;71;46.413;4.4365;80;13814;VEROSVRES
2011-12-05T00:00:00Z;51;48.726;3.8492;80;13815;LINTHES
2013-04-02T00:00:00Z;64;43.16;-0.471;80;13816;BUZIET
2012-02-09T00:00:00Z;64;43.16;-0.4795;80;13817;OGEU LES BAINS
2012-01-26T00:00:00Z;64;43.357;-1.7352;80;13818;URRUGNE
2012-03-21T00:00:00Z;86;46.619;0.3449;90;13819;POITIERS
2012-03-28T00:00:00Z;86;46.618;0.356;90;13820;POITIERS
2012-02-10T00:00:00Z;88;48.054;6.587;110;13821;ST NABORD
2012-07-30T00:00:00Z;57;49.377;6.0908;90;13822;THIONVILLE
2011-10-10T00:00:00Z;24;45.41358;0.85801;80;13823;ST ROMAIN ET ST CLEMENT
2012-02-17T00:00:00Z;24;45.415;0.8791;80;13824;ST ROMAIN ET ST CLEMENT
2011-12-12T00:00:00Z;27;48.716;0.8628;80;13825;PULLAY
2011-12-12T00:00:00Z;27;48.967;0.9336;80;13826;CONCHES EN OUCHE
2011-12-12T00:00:00Z;27;49.085;0.5739;80;13827;BERNAY
2012-03-28T00:00:00Z;28;48.416;1.4759;110;13828;LUISANT
2012-02-10T00:00:00Z;37;47.372;0.6533;90;13829;JOUE LES TOURS
2012-03-07T00:00:00Z;37;47.56;0.6094;80;13830;NEUILLE PONT PIERRE
2012-02-10T00:00:00Z;37;47.321;0.7027;90;13831;CHAMBRAY LES TOURS
2012-03-07T00:00:00Z;37;47.372;0.6534;90;13832;JOUE LES TOURS
2012-08-10T00:00:00Z;37;47.593;0.7401;80;13833;ST LAURENT EN GATINES
2012-03-30T00:00:00Z;45;48.108;1.891;90;13834;RUAN
2012-02-10T00:00:00Z;45;47.94;2.356;80;13835;SURY AUX BOIS
2012-02-10T00:00:00Z;45;47.93;2.3378;80;13836;SURY AUX BOIS
2012-05-02T00:00:00Z;45;47.934;1.9303;90;13837;FLEURY LES AUBRAIS
2013-02-18T00:00:00Z;95;48.977;2.4732;110;13838;GONESSE
2013-10-04T00:00:00Z;95;48.997;2.4822;90;13839;LE THILLAY
2013-02-28T00:00:00Z;89;48.173;3.3941;80;13840;MALAY LE PETIT
2011-11-25T00:00:00Z;89;47.964;3.813;80;13841;PERCEY
2011-12-05T00:00:00Z;89;47.792;3.6229;80;13842;VENOY
2011-12-05T00:00:00Z;89;47.921;4.0192;80;13843;MOLOSMES
2011-12-05T00:00:00Z;89;48.176;3.1904;80;13844;VILLEROY
2012-03-22T00:00:00Z;69;45.796;4.9344;90;13845;VAULX EN VELIN
2012-03-21T00:00:00Z;10;48.344;4.2055;80;13846;MESNIL SELLIERES
2012-05-29T00:00:00Z;10;48.332771;4.093514;110;13847;LAVAU
2013-06-07T00:00:00Z;30;43.736;4.4634;130;13848;BELLEGARDE
2014-03-24T00:00:00Z;30;43.937;4.604;130;13849;FOURNES
2013-02-05T00:00:00Z;31;43.584;1.4965;90;13850;TOULOUSE
2013-02-05T00:00:00Z;31;43.634;1.421;90;13851;TOULOUSE
2012-03-07T00:00:00Z;32;43.686;-0.1748;80;13852;BARCELONNE DU GERS
2012-06-15T00:00:00Z;38;45.243;5.8603;130;13853;ST NAZAIRE LES EYMES
2012-10-26T00:00:00Z;41;47.797;1.0737;70;13854;VENDOME
2013-07-22T00:00:00Z;49;47.3446;-0.06767;130;13855;VIVY
2012-05-16T00:00:00Z;55;48.643;5.066;110;13856;RUPT AUX NONAINS
2013-07-04T00:00:00Z;59;50.551;3.0602;110;13857;SECLIN
2012-05-05T00:00:00Z;59;50.64;2.937;110;13858;ENNETIERES EN WEPPES
2014-01-06T00:00:00Z;62;50.85;1.7236;130;13859;LEUBRINGHEN
2014-03-10T00:00:00Z;62;50.7029;1.62584;70;13860;ST LEONARD
2012-08-10T00:00:00Z;67;48.339;7.5412;70;13861;KOGENHEIM
2012-03-22T00:00:00Z;69;45.777;4.9715;90;13862;DECINES CHARPIEU
2013-10-04T00:00:00Z;71;46.734;4.8358;130;13863;SEVREY
2013-10-14T00:00:00Z;71;46.733;4.8355;130;13864;SEVREY
2013-12-13T00:00:00Z;78;48.903;2.0053;130;13865;POISSY
2013-03-15T00:00:00Z;78;48.778;2.2135;110;13866;VELIZY VILLACOUBLAY
2012-08-10T00:00:00Z;78;48.506;1.8357;80;13867;ABLIS
2012-10-09T00:00:00Z;78;48.798;1.7733;110;13868;LA QUEUE LES YVELINES
2012-03-28T00:00:00Z;81;43.841;2.1858;80;13869;DENAT
2013-11-12T00:00:00Z;82;43.999;1.3646;90;13870;MONTAUBAN
2012-10-26T00:00:00Z;10;48.142;4.6167;130;13871;CHAMPIGNOL LEZ MONDEVILLE
2014-01-13T00:00:00Z;13;43.53074;4.95997;80;13872;ISTRES
2013-02-21T00:00:00Z;13;43.656;4.6519;110;13873;ARLES
2013-03-25T00:00:00Z;13;43.404368;5.341811;110;13874;LES PENNES MIRABEAU
2012-05-02T00:00:00Z;15;45.268;3.2021;110;13875;MASSIAC
2012-05-02T00:00:00Z;15;45.175;3.1705;130;13876;ST PONCY
2012-08-10T00:00:00Z;19;45.372;1.5736;130;13877;ESPARTIGNAC
2012-10-01T00:00:00Z;19;45.527;2.339;130;13878;ST EXUPERY LES ROCHES
2013-08-05T00:00:00Z;25;47.50559;6.82946;110;13879;EXINCOURT
2014-04-22T00:00:00Z;25;47.50559;6.82946;110;13880;EXINCOURT
2012-03-21T00:00:00Z;28;48.18;1.3748;90;13881;BONNEVAL
2012-04-11T00:00:00Z;28;48.751;1.4536;110;13882;CHERISY
2012-03-28T00:00:00Z;28;48.454;1.4482;80;13883;MAINVILLIERS
2013-01-23T00:00:00Z;36;46.605;1.5017;110;13884;ST MARCEL
2012-06-25T00:00:00Z;37;47.117;0.5987;130;13885;STE MAURE DE TOURAINE
2013-01-23T00:00:00Z;37;47.415;0.7295;110;13886;TOURS
2004-01-24T00:00:00Z;75;48.822;2.37965;70;13887;PARIS
2013-02-13T00:00:00Z;44;47.165;-1.5229;90;13888;REZE
2014-01-31T00:00:00Z;45;47.767;1.569;130;13889;TAVERS
2012-05-16T00:00:00Z;47;44.266;0.2796;130;13890;ST PIERRE DE BUZET
2012-09-17T00:00:00Z;50;48.734;-1.2957;130;13891;LE PARC
2012-03-21T00:00:00Z;52;48.277;5.1119;80;13892;VIGNORY
2012-06-19T00:00:00Z;61;48.783;0.318;130;13893;GACE
2013-11-04T00:00:00Z;67;48.589;7.7303;90;13894;STRASBOURG
2013-02-22T00:00:00Z;73;45.585;5.9082;90;13895;CHAMBERY
2012-06-25T00:00:00Z;73;45.567;5.9427;90;13896;BARBERAZ
2012-12-03T00:00:00Z;74;46.075;5.9057;110;13897;CLARAFOND ARCINE
2012-10-26T00:00:00Z;74;46.001;6.0052;70;13898;SALLENOVES
2012-04-11T00:00:00Z;77;48.692;3.1871;80;13899;BANNOST VILLEGAGNON
2012-06-19T00:00:00Z;80;49.99;3.0073;80;13900;NURLU
2012-09-17T00:00:00Z;80;49.658;2.7086;80;13901;GRIVILLERS
2012-05-29T00:00:00Z;80;49.951;1.942;80;13902;AIRAINES
2012-10-26T00:00:00Z;80;50.121;1.7958;110;13903;GRAND LAVIERS
2012-09-17T00:00:00Z;80;49.957;2.8766;80;13904;CLERY SUR SOMME
2012-11-27T00:00:00Z;84;43.947;5.0278;80;13905;VELLERON
2012-09-17T00:00:00Z;84;44.025;4.8731;80;13906;SORGUES
2012-10-09T00:00:00Z;84;43.971;5.019;80;13907;VELLERON
2012-06-29T00:00:00Z;87;45.849;1.2761;110;13908;LIMOGES
2013-12-02T00:00:00Z;88;48.163;5.707;130;13909;VRECOURT
2013-08-05T00:00:00Z;91;48.609;2.3333;90;13910;LE PLESSIS PATE
2013-08-05T00:00:00Z;91;48.609;2.3332;90;13911;LE PLESSIS PATE
2013-06-07T00:00:00Z;95;49.035;2.4873;110;13912;LOUVRES
2013-01-23T00:00:00Z;95;49.06;2.3584;110;13913;ATTAINVILLE
2013-02-11T00:00:00Z;44;47.165;-1.5225;90;13914;REZE
2014-02-14T00:00:00Z;44;47.165;-1.5225;90;13915;STE LUCE SUR LOIRE
2012-12-18T00:00:00Z;16;45.851;0.5038;70;13916;SUAUX
2012-08-10T00:00:00Z;16;45.617;0.1009;110;13917;LA COURONNE
2013-07-15T00:00:00Z;16;45.678;0.1485;110;13918;ST YRIEIX SUR CHARENTE
2012-10-01T00:00:00Z;40;43.633;-0.6183;80;13919;HAGETMAU
2012-09-17T00:00:00Z;23;46.215;1.7227;110;13920;ST VAURY
2013-01-07T00:00:00Z;23;46.19299;1.9536;110;13921;AJAIN
2012-06-19T00:00:00Z;85;46.761;-1.4307;110;13922;BELLEVIGNY
2013-07-04T00:00:00Z;59;50.523;3.0409;130;13923;SECLIN
2013-10-25T00:00:00Z;6;43.732;7.2953;110;13924;LA TRINITE
2013-12-16T00:00:00Z;6;43.797;7.4834;110;13925;MENTON
2013-10-25T00:00:00Z;18;47.2836;2.19036;80;13926;VOUZERON
2013-07-11T00:00:00Z;18;47.294;2.2123;80;13927;VOUZERON
2013-03-20T00:00:00Z;33;44.744;-0.7043;130;13928;CESTAS
2013-04-12T00:00:00Z;33;44.593;-0.843;130;13929;SALLES
2013-07-24T00:00:00Z;33;44.977;-0.432;130;13930;CUBZAC LES PONTS
2013-07-15T00:00:00Z;60;49.222;2.6418;130;13931;CHAMANT
2013-09-09T00:00:00Z;60;49.0878619;2.7327044;110;13932;LAGNY LE SEC
2013-10-25T00:00:00Z;69;45.81559;4.917147;90;13933;RILLIEUX LA PAPE
2013-02-14T00:00:00Z;69;45.731;4.9788;90;13934;GENAS
2013-02-11T00:00:00Z;69;45.914;4.3522;80;13935;JOUX
2012-11-27T00:00:00Z;71;46.701;4.3962;70;13936;BLANZY
2012-10-17T00:00:00Z;71;46.376;4.862;80;13937;ST MARTIN BELLE ROCHE
2013-02-11T00:00:00Z;79;46.191;-0.0572;70;13938;MAISONNAY
2013-04-08T00:00:00Z;82;43.807;1.3215;80;13939;POMPIGNAN
2013-01-07T00:00:00Z;82;43.894;1.3054;80;13940;CAMPSAS
